wikigene_name,ELT2_cluster_name,rna_cluster_name
vpat-1,L3_High,Embryonic
xdh-1,Increasing,Larval
xdh-1,Increasing,Larval
F55B11.4,Increasing,Embryonic
F55B12.2,Not_Bound,Embryonic
hpo-31,Not_Bound,Adult
tag-234,Increasing,Larval
aman-1,Embryo_Specific,Embryonic
rpl-25.1,Not_Bound,Larval
F55D12.5,Increasing,Embryonic
drd-5,Increasing,Larval
drd-5,Increasing,Larval
cest-13,Increasing,Larval
nkb-3,Increasing,Embryonic
nkb-3,Increasing,Embryonic
nkb-3,Increasing,Embryonic
nkb-3,Increasing,Embryonic
nkb-3,L3_High,Embryonic
F55F3.4,L3_High,Larval
F55F3.4,Not_Changing,Larval
F55F3.4,Increasing,Larval
F55F3.4,Increasing,Larval
mff-2,Not_Bound,Adult
F55G1.15,Increasing,Embryonic
F55G1.15,Larval,Embryonic
F55G1.9,Not_Bound,Larval
F55G11.2,Larval,Embryonic
F55G11.4,Increasing,Larval
F55G11.4,Increasing,Larval
dod-22,Larval,Larval
F55G11.7,Increasing,Embryonic
F55G11.8,Increasing,Embryonic
F55H12.3,Increasing,Embryonic
F55H12.5,Increasing,Adult
vha-14,Increasing,Embryonic
F56A11.4,Increasing,Embryonic
F56A4.3,Larval,Larval
F56A4.4,Not_Bound,Embryonic
F56B3.6,Not_Bound,Larval
ugt-52,Larval,Embryonic
ugt-52,Increasing,Embryonic
fbxa-190,Increasing,Larval
fbxa-190,Not_Changing,Larval
F56C4.1,Not_Bound,Embryonic
F56C4.4,Increasing,Embryonic
F56C9.7,Increasing,Larval
F56C9.7,Increasing,Larval
F56C9.8,Larval,Embryonic
F56C9.8,Increasing,Embryonic
F56C9.8,Increasing,Embryonic
F56C9.8,Larval,Embryonic
cex-1,Not_Bound,Embryonic
F56D5.6,Increasing,Larval
clec-67,Increasing,Larval
rps-27,Not_Bound,Larval
cdo-1,Not_Bound,Larval
ndg-4,L3_High,Larval
rps-1,L3_High,Larval
oac-34,Increasing,Embryonic
elo-1,Larval,Larval
elo-1,Increasing,Larval
elo-1,Increasing,Larval
F56H9.2,Larval,Embryonic
F56H9.2,L3_High,Embryonic
str-9,Not_Bound,Embryonic
F57B1.5,Not_Bound,Embryonic
F57B1.6,Increasing,Embryonic
dad-1,Not_Bound,Larval
bag-1,L3_High,Adult
tmed-3,L3_High,Adult
F57B9.1,L3_High,Embryonic
F57B9.1,Increasing,Embryonic
coq-2,Not_Bound,Larval
F57B9.8,Not_Bound,Adult
F57F4.1,Not_Bound,Adult
F57F4.2,Not_Bound,Embryonic
gfi-1,Increasing,Larval
gfi-1,Increasing,Larval
gfi-1,Larval,Larval
gfi-1,Larval,Larval
F57F4.4,Increasing,Adult
F57F4.4,Larval,Adult
F57F4.4,Increasing,Adult
F57F4.4,Increasing,Adult
F57F4.4,Larval,Adult
add-2,Larval,Embryonic
nhr-193,Increasing,Larval
F57H12.6,Not_Bound,Adult
ttr-31,Not_Bound,Larval
F58A6.1,Not_Bound,Embryonic
lys-4,Larval,Larval
lys-5,Increasing,Embryonic
lys-5,Increasing,Embryonic
lys-6,Increasing,Adult
mars-1,Not_Bound,Larval
F58B4.5,Larval,Larval
F58B4.5,Larval,Larval
aip-1,Not_Bound,Embryonic
hrg-3,Not_Bound,Embryonic
F58F12.1,Not_Changing,Larval
F58F9.3,Increasing,Embryonic
F58F9.3,Increasing,Embryonic
F58F9.4,Increasing,Larval
acox-3,Increasing,Embryonic
acox-3,Increasing,Embryonic
rde-12,Increasing,Larval
rde-12,Increasing,Larval
F58G6.3,Increasing,Embryonic
F58G6.3,Increasing,Embryonic
F58G6.7,Not_Bound,Larval
F58G6.9,Increasing,Larval
F58H1.2,Not_Bound,Embryonic
F58H1.3,L3_High,Adult
F58H10.1,Not_Bound,Embryonic
faah-3,Increasing,Larval
fbxc-3,Not_Bound,Larval
dgat-2,Not_Bound,Larval
cri-3,Not_Bound,Larval
F59A6.10,Not_Bound,Embryonic
F59B1.2,Increasing,Adult
srx-41,Increasing,Embryonic
F59B1.8,L3_High,Adult
skat-1,L3_High,Larval
F59B2.3,Larval,Adult
F59B2.3,Increasing,Adult
idh-1,Increasing,Larval
idh-1,Increasing,Larval
F59C6.11,Larval,Embryonic
F59C6.14,Larval,Embryonic
F59C6.16,Not_Bound,Larval
F59D12.2,Not_Bound,Embryonic
F59D12.3,Not_Bound,Embryonic
gpn-1,Not_Bound,Larval
F59D6.1,Not_Bound,Embryonic
asp-8,Larval,Larval
asp-8,Larval,Larval
sam-4,Not_Bound,Embryonic
del-5,Larval,Embryonic
del-5,Increasing,Embryonic
acox-1.6,L3_High,Embryonic
serp-1.1,L3_High,Embryonic
acl-1,L3_High,Larval
acl-1,Larval,Larval
acl-1,L3_High,Larval
slcf-1,Larval,Larval
slcf-1,Increasing,Larval
glo-3,Increasing,Embryonic
glo-3,Increasing,Embryonic
frh-1,Increasing,Adult
H01G02.1,Not_Bound,Embryonic
memi-3,Not_Bound,Adult
H03A11.2,Larval,Larval
H03A11.2,L3_High,Larval
H03A11.2,Increasing,Larval
ubxn-6,Not_Bound,Adult
H06H21.8,Increasing,Larval
H06H21.8,Increasing,Larval
H06H21.8,Increasing,Larval
H06H21.8,Increasing,Larval
H06I04.3,Larval,Larval
ctg-1,Not_Bound,Embryonic
nhr-80,Increasing,Larval
nhr-80,Increasing,Larval
H10E21.4,Larval,Embryonic
nhr-68,Larval,Embryonic
nhr-68,Increasing,Embryonic
H12D21.10,Increasing,Embryonic
H12D21.2,Not_Bound,Larval
suox-1,Increasing,Larval
zipt-7.2,Not_Bound,Larval
H14A12.5,Not_Bound,Larval
H14E04.3,Not_Bound,Embryonic
ttr-47,Increasing,Larval
zmp-2,Increasing,Larval
scb-1,Increasing,Embryonic
H20E11.1,L3_High,Larval
H20E11.2,Increasing,Embryonic
H20E11.3,Increasing,Adult
mbf-1,L3_High,Larval
asp-3,Larval,Larval
asp-3,Increasing,Larval
asp-3,Increasing,Larval
bgal-2,Larval,Larval
ugt-13,Not_Bound,Larval
ugt-8,Not_Bound,Larval
H34I24.2,Larval,Larval
lep-5,Not_Bound,Adult
dcn-1,L3_High,Embryonic
dcn-1,Larval,Embryonic
par-1,L3_High,Embryonic
par-1,Increasing,Embryonic
par-1,L3_High,Embryonic
par-1,Increasing,Embryonic
par-1,Increasing,Embryonic
par-1,Increasing,Embryonic
par-1,L3_High,Embryonic
H41C03.3,Larval,Adult
far-7,Not_Bound,Larval
K01A2.5,Not_Bound,Embryonic
K01C8.1,Increasing,Larval
mrpl-10,Not_Bound,Adult
nst-1,Not_Bound,Larval
K01D12.1,Not_Bound,Embryonic
cdr-4,Increasing,Larval
K01D12.8,Not_Bound,Embryonic
bcat-1,Increasing,Larval
bcat-1,Increasing,Larval
bcat-1,Increasing,Larval
bcat-1,Increasing,Larval
K02A6.3,Larval,Embryonic
K02A6.3,Increasing,Embryonic
K02B12.7,L3_High,Embryonic
rps-25,Not_Bound,Larval
elt-3,Larval,Embryonic
elt-3,Larval,Embryonic
K02C4.2,L3_High,Larval
pnp-1,Increasing,Embryonic
pnp-1,Increasing,Embryonic
pnp-1,Increasing,Embryonic
pnp-1,Increasing,Embryonic
pnp-1,Increasing,Embryonic
pnp-1,Increasing,Embryonic
dsc-4,Larval,Larval
dsc-4,Increasing,Larval
ins-35,Larval,Larval
ins-35,Increasing,Larval
K02E2.6,Not_Bound,Embryonic
ahcy-1,Increasing,Larval
zip-2,L3_High,Embryonic
zip-2,Increasing,Embryonic
K02F6.3,Not_Bound,Adult
nep-18,Not_Bound,Larval
tmem-135,Increasing,Larval
dnj-14,Increasing,Embryonic
lron-7,Increasing,Larval
lron-7,Increasing,Larval
lron-7,Increasing,Larval
sur-5,Increasing,Larval
sur-5,Larval,Larval
sur-5,L3_High,Larval
sur-5,L3_High,Larval
K03B4.1,Not_Bound,Adult
taf-10,L3_High,Embryonic
K03B8.6,Not_Bound,Embryonic
K03B8.8,Not_Bound,Embryonic
cbp-2,Increasing,Larval
cbp-2,Increasing,Larval
ttr-2,Not_Bound,Adult
K03H1.5,Increasing,Embryonic
K03H1.5,Increasing,Embryonic
K03H1.5,Larval,Embryonic
txt-4,Larval,Larval
txt-4,L3_High,Larval
K04A8.1,Larval,Embryonic
K04A8.1,Larval,Embryonic
K04A8.1,Larval,Embryonic
mlc-6,Not_Bound,Embryonic
K04C2.3,Increasing,Embryonic
gta-1,Increasing,Larval
gta-1,Increasing,Larval
pept-1,Larval,Embryonic
pept-1,Larval,Embryonic
K04G11.3,Not_Bound,Embryonic
K04G2.12,Not_Bound,Embryonic
ath-1,Not_Bound,Adult
vacl-14,Not_Bound,Adult
K04G2.9,L3_High,Embryonic
crn-6,Increasing,Larval
K05B2.4,L3_High,Embryonic
mct-4,Increasing,Embryonic
mct-4,Increasing,Embryonic
sol-2,Not_Bound,Embryonic
K05C4.7,Embryo_Specific,Adult
K05C4.8,L3_High,Embryonic
lect-2,Not_Bound,Embryonic
K05F1.9,Not_Bound,Adult
cah-3,L3_High,Larval
cah-3,Larval,Larval
K06A4.7,Increasing,Larval
K06A4.7,Increasing,Larval
acdh-3,Increasing,Larval
nmtn-1,Not_Bound,Embryonic
K06A9.1,Increasing,Embryonic
nhr-53,Not_Bound,Embryonic
frpr-11,Not_Bound,Larval
K06G5.1,Increasing,Larval
K06G5.1,Increasing,Larval
K06G5.1,Larval,Larval
K07A1.13,Not_Bound,Larval
aqp-9,L3_High,Larval
ate-1,Not_Bound,Adult
K07A12.1,Not_Bound,Larval
asg-1,Not_Bound,Larval
K07B1.4,Not_Bound,Larval
air-1,Not_Changing,Adult
timp-1,Not_Bound,Larval
cest-17,Larval,Embryonic
cri-2,Not_Bound,Embryonic
K07C11.7,Larval,Embryonic
K07C11.7,Increasing,Embryonic
cogc-6,Not_Bound,Embryonic
K07C5.2,Not_Bound,Larval
cyp-35A5,Larval,Larval
K07E3.4,Increasing,Larval
catp-5,Increasing,Embryonic
catp-5,Not_Changing,Embryonic
catp-5,Increasing,Embryonic
vem-1,Not_Changing,Embryonic
sdz-24,Not_Bound,Larval
frpr-14,Larval,Embryonic
nspd-2,Not_Bound,Adult
K07F5.6,Not_Bound,Adult
daf-31,Not_Bound,Adult
lido-8,Not_Bound,Embryonic
cpi-1,Larval,Adult
fmo-1,Increasing,Embryonic
K08D10.10,Larval,Larval
K08D8.1,Increasing,Larval
K08D8.3,Increasing,Larval
K08D8.3,Increasing,Larval
K08D8.4,Increasing,Larval
K08D8.5,Larval,Larval
K08D8.6,Larval,Larval
K08D8.6,Increasing,Larval
K08D8.6,Larval,Larval
tyr-2,Not_Bound,Embryonic
K08E3.5,Increasing,Embryonic
K08E3.5,Increasing,Embryonic
K08E3.5,Increasing,Embryonic
pdr-1,Not_Bound,Adult
spt-5,Not_Bound,Larval
K08E4.3,Not_Bound,Embryonic
eak-7,L3_High,Embryonic
hsb-1,Not_Bound,Embryonic
pgp-1,Increasing,Larval
pgp-1,Increasing,Larval
pgp-1,Increasing,Larval
pgp-1,Larval,Larval
ctf-18,Larval,Adult
K08F4.12,Not_Bound,Embryonic
glt-3,Not_Bound,Embryonic
gst-4,Not_Bound,Embryonic
mak-1,Increasing,Embryonic
mak-1,Larval,Embryonic
mak-1,Increasing,Embryonic
mak-1,Increasing,Embryonic
mak-1,Increasing,Embryonic
fut-1,Not_Bound,Embryonic
uda-1,Increasing,Adult
uda-1,Increasing,Adult
mam-3,Larval,Embryonic
K09C4.1,Not_Bound,Larval
K09C6.9,Not_Bound,Larval
pbo-4,Larval,Embryonic
pbo-4,Increasing,Embryonic
pbo-4,Larval,Embryonic
K09C8.7,Increasing,Embryonic
K09D9.1,Increasing,Embryonic
K09E2.3,Increasing,Adult
K09E2.3,Increasing,Adult
vit-1,Increasing,Adult
spp-14,Larval,Larval
acds-10,L3_High,Embryonic
acds-10,Increasing,Embryonic
pgph-1,Not_Bound,Embryonic
ctsa-4.1,Increasing,Larval
ctsa-4.1,Increasing,Larval
K10B2.4,Increasing,Adult
K10B3.1,Not_Bound,Embryonic
gpd-2,Not_Bound,Larval
ctsa-2,Larval,Larval
ctsa-2,Increasing,Larval
ctsa-2,Larval,Larval
ctsa-2,Increasing,Larval
fah-1,Increasing,Larval
K10C2.6,Not_Bound,Embryonic
dod-17,Increasing,Larval
K10D11.3,Increasing,Embryonic
K10D11.3,Larval,Embryonic
K10D11.3,Larval,Embryonic
glr-3,Not_Bound,Embryonic
K10G4.3,Increasing,Larval
K10G4.3,L3_High,Larval
K10G4.3,Increasing,Larval
K10G4.3,Increasing,Larval
K10G6.5,Increasing,Embryonic
cysl-2,Increasing,Embryonic
cysl-2,Larval,Embryonic
odc-1,L3_High,Embryonic
cpt-4,Increasing,Embryonic
cpt-4,Increasing,Embryonic
cpt-4,Increasing,Embryonic
K11D12.7,Not_Bound,Embryonic
exc-14,Increasing,Embryonic
asah-1,Larval,Larval
asah-1,Increasing,Larval
asah-1,L3_High,Larval
K11E4.2,Increasing,Embryonic
mtl-1,Increasing,Embryonic
K11H12.11,Not_Bound,Embryonic
K11H12.3,Increasing,Embryonic
K11H12.4,Not_Bound,Larval
K11H12.5,Not_Bound,Embryonic
gpdh-2,Increasing,Larval
gpdh-2,Increasing,Larval
gpdh-2,Increasing,Larval
gpdh-2,L3_High,Larval
K11H3.3,L3_High,Larval
K11H3.5,Not_Changing,Embryonic
K12B6.9,Increasing,Embryonic
K12B6.9,Increasing,Embryonic
K12B6.9,Larval,Embryonic
K12C11.1,Larval,Larval
smo-1,Not_Bound,Larval
K12C11.3,Increasing,Embryonic
K12C11.6,Not_Bound,Embryonic
K12C11.7,Increasing,Larval
K12C11.7,L3_High,Larval
sodh-1,Larval,Larval
sodh-1,Increasing,Larval
K12H4.3,Not_Bound,Larval
K12H4.5,L3_High,Embryonic
K12H4.7,Larval,Larval
LLC1.2,Increasing,Larval
ostd-1,Not_Bound,Adult
M01A8.1,Increasing,Embryonic
M01A8.1,Increasing,Embryonic
tag-96,L3_High,Embryonic
emr-1,Not_Bound,Adult
M01E11.1,Not_Bound,Adult
hmit-1.3,Increasing,Embryonic
hmit-1.3,Increasing,Embryonic
hmit-1.3,Increasing,Embryonic
hmit-1.3,Increasing,Embryonic
pitp-1,Increasing,Embryonic
pitp-1,Increasing,Embryonic
M01G12.9,Increasing,Embryonic
M01G12.9,Larval,Embryonic
trx-3,Larval,Embryonic
trx-3,Increasing,Embryonic
trx-3,Increasing,Embryonic
M01H9.3,Increasing,Embryonic
M01H9.3,Increasing,Embryonic
M01H9.3,Increasing,Embryonic
M01H9.3,L3_High,Embryonic
M01H9.4,Increasing,Embryonic
asns-2,Larval,Embryonic
asns-2,Increasing,Embryonic
M02F4.2,Larval,Embryonic
clec-265,Larval,Larval
M02G9.2,Not_Bound,Embryonic
nhr-99,Increasing,Embryonic
M02H5.8,Increasing,Larval
dao-2,Embryo_Specific,Embryonic
dao-2,L3_High,Embryonic
dhs-28,Increasing,Larval
M03B6.3,Not_Bound,Embryonic
M03E7.2,Not_Bound,Embryonic
M03E7.4,Not_Bound,Embryonic
memb-2,Not_Bound,Adult
calu-1,Increasing,Embryonic
galt-1,L3_High,Embryonic
galt-1,L3_High,Embryonic
gfl-1,L3_High,Adult
M04C3.1,Increasing,Embryonic
M04C3.1,Increasing,Embryonic
M04C3.1,Increasing,Embryonic
M04C3.2,Not_Bound,Larval
M04C9.3,L3_High,Embryonic
tag-260,Larval,Embryonic
tag-260,Larval,Embryonic
tag-260,Increasing,Embryonic
tag-260,Increasing,Embryonic
tag-260,Increasing,Embryonic
tag-260,Increasing,Embryonic
cpz-2,Increasing,Larval
let-522,L3_High,Embryonic
lact-4,Larval,Embryonic
lact-4,Increasing,Embryonic
taap-1,Increasing,Embryonic
taap-1,Increasing,Embryonic
M153.1,Increasing,Embryonic
M153.2,L3_High,Embryonic
M153.4,Not_Bound,Embryonic
clec-258,Increasing,Embryonic
gfi-3,Not_Bound,Embryonic
chch-3,Not_Bound,Embryonic
M176.4,L3_High,Embryonic
M176.4,Larval,Embryonic
M176.4,L3_High,Embryonic
aly-3,L3_High,Adult
M28.10,Increasing,Larval
M28.5,Not_Bound,Adult
lact-3,Increasing,Larval
lact-3,Increasing,Larval
lact-3,Increasing,Larval
M28.8,Larval,Embryonic
M28.8,Increasing,Embryonic
ifc-2,Increasing,Larval
ifc-2,Larval,Larval
ifc-2,Increasing,Larval
ifc-2,Larval,Larval
endu-2,Increasing,Embryonic
endu-2,Increasing,Embryonic
kqt-2,Larval,Embryonic
kqt-2,Increasing,Embryonic
let-70,Increasing,Embryonic
M7.12,Not_Bound,Embryonic
ugt-62,Increasing,Adult
mrps-34,Not_Bound,Adult
M88.4,Increasing,Embryonic
PDB1.1,Increasing,Adult
cpi-2,L3_High,Embryonic
cpi-2,Increasing,Embryonic
R01B10.3,Not_Bound,Embryonic
seip-1,L3_High,Adult
cah-4,Embryo_Specific,Larval
ger-1,Increasing,Embryonic
ubc-18,Not_Bound,Embryonic
R01H2.8,Not_Bound,Embryonic
R02D3.7,Not_Changing,Adult
R02D3.8,Increasing,Adult
R02D5.3,Increasing,Larval
hrg-1,Increasing,Larval
hrg-1,Increasing,Larval
mocs-1,Increasing,Adult
metr-1,Larval,Adult
metr-1,Increasing,Adult
metr-1,Increasing,Adult
R03D7.2,Not_Bound,Adult
gst-5,Increasing,Embryonic
gpx-7,Increasing,Larval
R03G8.3,Increasing,Embryonic
R03H10.6,Not_Bound,Embryonic
R03H10.7,Increasing,Embryonic
ife-2,L3_High,Adult
ife-2,Increasing,Adult
R04B3.2,Not_Bound,Embryonic
R04B5.5,L3_High,Embryonic
ugt-47,Increasing,Larval
ugt-47,Larval,Larval
R04D3.4,Not_Bound,Embryonic
ifd-1,Larval,Embryonic
ifd-1,Larval,Embryonic
ifd-1,Increasing,Embryonic
hpo-30,Not_Bound,Embryonic
R04F11.2,Increasing,Larval
R05A10.2,Not_Bound,Embryonic
ran-4,Increasing,Larval
ddx-52,Not_Bound,Adult
snrp-27,Not_Bound,Adult
R05D3.3,Not_Bound,Adult
R05D3.6,Not_Bound,Larval
R05D7.7,Increasing,Embryonic
dhs-14,Larval,Larval
R05D8.9,Not_Bound,Adult
aagr-2,Increasing,Larval
aagr-2,Larval,Larval
aagr-2,Increasing,Larval
aagr-2,Increasing,Larval
aagr-2,Larval,Larval
aagr-2,Increasing,Larval
aagr-2,L3_High,Larval
R05F9.6,Increasing,Larval
R05F9.6,Larval,Larval
vdac-1,Larval,Larval
arv-1,Not_Changing,Adult
clec-150,Increasing,Larval
clec-150,Increasing,Larval
hda-3,Not_Bound,Adult
R06C1.4,L3_High,Embryonic
R06C1.4,Increasing,Embryonic
R06C1.4,Larval,Embryonic
R06C1.4,L3_High,Embryonic
dhp-1,Not_Bound,Embryonic
adsl-1,L3_High,Larval
tag-209,Not_Bound,Larval
ech-4,Increasing,Embryonic
R07A4.2,Increasing,Embryonic
R07A4.3,Embryo_Specific,Embryonic
R07A4.3,Increasing,Embryonic
R07A4.3,Increasing,Embryonic
lec-8,Increasing,Adult
glo-1,Increasing,Adult
R07B1.13,Not_Bound,Embryonic
scav-5,Larval,Embryonic
scav-5,Larval,Embryonic
gst-36,Increasing,Larval
R07B1.8,Not_Bound,Embryonic
R07B7.10,L3_High,Embryonic
gana-1,Not_Bound,Embryonic
nhr-206,Increasing,Embryonic
pqn-53,L3_High,Embryonic
kmo-1,Not_Bound,Embryonic
R07B7.6,Larval,Embryonic
R07B7.6,Increasing,Embryonic
R07B7.8,Larval,Embryonic
R07B7.9,Not_Bound,Embryonic
R07E3.1,Larval,Larval
R07E3.1,Larval,Larval
R07E3.1,Increasing,Larval
R07E3.2,Not_Bound,Embryonic
R07E3.4,L3_High,Larval
R07E3.4,Increasing,Larval
R07E3.4,Larval,Larval
acl-5,Increasing,Embryonic
R07E3.7,Not_Bound,Embryonic
R07E4.3,L3_High,Embryonic
R07E5.1,L3_High,Larval
pdcd-2,Not_Bound,Adult
mpc-1,Larval,Larval
mpc-1,Larval,Larval
R07E5.7,Not_Bound,Embryonic
cdc-42,Increasing,Embryonic
pgam-5,Not_Bound,Adult
prx-14,Increasing,Adult
R07H5.11,Not_Bound,Embryonic
nuaf-3,Increasing,Larval
sdz-27,Not_Bound,Embryonic
adk-1,Larval,Larval
adk-1,L3_High,Larval
R07H5.9,Not_Bound,Larval
grd-1,Not_Bound,Embryonic
R08B4.3,Not_Bound,Embryonic
R08D7.4,Not_Bound,Embryonic
R08D7.5,Not_Bound,Embryonic
R08D7.7,Increasing,Embryonic
R08E3.1,Larval,Larval
R08E5.3,L3_High,Embryonic
rbm-3.2,Not_Bound,Adult
hacd-1,Increasing,Larval
hacd-1,Increasing,Larval
cnc-3,Not_Bound,Embryonic
cnc-4,Not_Bound,Larval
chil-22,Not_Bound,Larval
chil-23,Increasing,Embryonic
ptr-14,Not_Bound,Larval
R09H10.5,Larval,Larval
R09H10.5,Increasing,Larval
R09H10.5,Increasing,Larval
R09H10.6,Not_Bound,Embryonic
R09H10.7,Increasing,Embryonic
R102.11,Not_Bound,Embryonic
gst-1,Larval,Larval
rbx-2,Not_Bound,Embryonic
R10D12.1,Not_Bound,Embryonic
algn-13,L3_High,Adult
R10D12.13,Not_Bound,Adult
sao-1,Not_Bound,Adult
swt-6,Increasing,Adult
vha-2,Increasing,Embryonic
vha-1,L3_High,Embryonic
R10E4.1,L3_High,Embryonic
R10E4.1,Increasing,Embryonic
R10E4.9,Larval,Larval
R10E8.1,Increasing,Embryonic
R10E8.1,Increasing,Embryonic
R10E8.1,Increasing,Embryonic
R10E8.1,Larval,Embryonic
R10E8.1,Increasing,Embryonic
R10E8.1,Larval,Embryonic
R10E8.3,Increasing,Embryonic
R10E8.3,Larval,Embryonic
R10E8.3,L3_High,Embryonic
R10E8.3,Increasing,Embryonic
R10E8.8,L3_High,Embryonic
R10E8.8,Increasing,Embryonic
R10H1.1,Not_Bound,Larval
lpd-8,Not_Bound,Adult
R10H10.3,L3_High,Larval
slc-25A21,Increasing,Larval
nlp-67,Not_Changing,Embryonic
R119.5,Embryo_Specific,Embryonic
nud-2,Not_Bound,Embryonic
pck-2,Larval,Larval
pck-2,Increasing,Larval
pck-2,Larval,Larval
pck-2,Increasing,Larval
pck-2,Increasing,Larval
pck-2,Increasing,Larval
pck-2,Larval,Larval
pck-2,Increasing,Larval
pck-2,L3_High,Larval
pck-2,Larval,Larval
pck-2,Larval,Larval
suro-1,Increasing,Embryonic
pges-2,Not_Bound,Larval
R11D1.10,Not_Bound,Adult
dhs-21,Increasing,Embryonic
R11D1.7,Not_Bound,Embryonic
rpl-28,Not_Bound,Larval
R11F4.1,Increasing,Embryonic
R11F4.1,Increasing,Embryonic
R11F4.1,Increasing,Embryonic
nhr-210,Increasing,Larval
pes-9,Increasing,Larval
pes-9,Larval,Larval
ges-1,Larval,Larval
ges-1,Increasing,Larval
sma-4,L3_High,Larval
R12B2.6,Increasing,Embryonic
gldc-1,Increasing,Larval
gldc-1,Larval,Larval
R12C12.6,Not_Bound,Adult
R12C12.9,Increasing,Embryonic
R12C12.9,Larval,Embryonic
R12C12.9,Increasing,Embryonic
R12E2.11,Increasing,Larval
mrps-6,Larval,Adult
R12E2.13,L3_High,Larval
R12E2.15,Not_Bound,Embryonic
rpn-8,Increasing,Adult
rpn-8,Increasing,Adult
inx-17,Not_Bound,Embryonic
inx-16,Not_Changing,Embryonic
R12E2.8,Increasing,Embryonic
R12E2.8,L3_High,Embryonic
inx-15,Increasing,Embryonic
ttr-32,Not_Bound,Larval
rpl-9,Not_Bound,Larval
cra-1,Not_Bound,Larval
srv-1,Larval,Larval
srv-1,Increasing,Larval
R13H4.5,Increasing,Embryonic
R13H4.5,Increasing,Embryonic
R13H7.2,Not_Bound,Embryonic
wip-1,L3_High,Adult
R144.6,Not_Bound,Embryonic
lmtr-5,Not_Bound,Adult
heh-1,Not_Bound,Embryonic
dpy-31,Not_Bound,Embryonic
R151.6,Not_Bound,Larval
pfd-5,Not_Changing,Adult
cest-19,Not_Bound,Embryonic
R186.1,L3_High,Embryonic
R186.3,Not_Bound,Adult
R193.2,Larval,Larval
R193.2,Larval,Larval
R193.2,Larval,Larval
R193.2,L3_High,Larval
R193.2,Increasing,Larval
sma-1,L3_High,Embryonic
sma-1,L3_High,Embryonic
sma-1,Increasing,Embryonic
R53.4,Not_Bound,Larval
R53.5,Increasing,Larval
dnj-16,Not_Bound,Adult
ttr-27,Not_Bound,Larval
T01B10.5,Larval,Embryonic
eppl-1,Increasing,Larval
eppl-1,Increasing,Larval
eppl-1,Increasing,Larval
eppl-1,Larval,Larval
eppl-1,Increasing,Larval
rol-6,Not_Bound,Larval
fil-1,Increasing,Larval
fil-1,Increasing,Larval
rps-16,L3_High,Embryonic
odr-2,Not_Bound,Embryonic
T01D3.6,Larval,Larval
T01E8.1,Not_Bound,Embryonic
T01E8.8,Larval,Embryonic
T01G5.1,Not_Bound,Embryonic
nhr-131,Increasing,Embryonic
nhr-106,Increasing,Larval
nhr-212,Larval,Embryonic
lyst-1,Not_Changing,Embryonic
T01H3.5,L3_High,Adult
T02B11.8,Larval,Embryonic
T02C1.2,Increasing,Embryonic
T02C5.1,Increasing,Larval
T02C5.1,Larval,Larval
pmp-4,L3_High,Larval
dhs-3,Increasing,Larval
dhs-3,Larval,Larval
T02E1.8,Not_Bound,Embryonic
grl-7,Not_Bound,Embryonic
mmaa-1,Not_Bound,Larval
kat-1,L3_High,Larval
T02H6.11,Not_Bound,Embryonic
T02H6.5,Not_Bound,Embryonic
cpl-1,Increasing,Adult
cpl-1,Increasing,Adult
cpl-1,Increasing,Adult
clec-53,L3_High,Larval
T03F1.11,Not_Bound,Embryonic
dnj-17,Not_Bound,Adult
T03F6.3,Increasing,Adult
T03F7.7,L3_High,Embryonic
mans-3,L3_High,Embryonic
mrpl-16,Not_Bound,Adult
T04A8.13,Larval,Adult
T04A8.18,Not_Bound,Embryonic
atf-4,Larval,Embryonic
atf-4,Increasing,Embryonic
T04C12.1,Not_Changing,Embryonic
frm-2,Larval,Embryonic
frm-2,Increasing,Embryonic
T04F3.4,Increasing,Embryonic
T04F8.7,Larval,Embryonic
T04F8.7,Larval,Embryonic
T04F8.7,Larval,Embryonic
trap-2,L3_High,Larval
vap-2,Not_Bound,Embryonic
cki-1,L3_High,Embryonic
cki-1,Increasing,Embryonic
cki-1,L3_High,Embryonic
cki-1,Increasing,Embryonic
fut-6,Increasing,Larval
clic-1,Not_Bound,Embryonic
T05B11.4,L3_High,Adult
T05B11.4,L3_High,Adult
nhr-57,Increasing,Embryonic
T05B9.1,Not_Bound,Adult
camt-1,L3_High,Embryonic
camt-1,Increasing,Embryonic
camt-1,Increasing,Embryonic
camt-1,Larval,Embryonic
camt-1,Larval,Embryonic
camt-1,L3_High,Embryonic
camt-1,Increasing,Embryonic
dylt-3,Not_Bound,Embryonic
cct-1,Increasing,Larval
rps-5,Increasing,Larval
enpl-1,L3_High,Embryonic
enpl-1,Larval,Embryonic
T05E12.6,Increasing,Larval
T05E12.6,Increasing,Larval
T05E7.1,Larval,Larval
T05E7.1,Increasing,Larval
T05E7.3,Not_Bound,Adult
dhs-4,Increasing,Larval
T05F1.11,L3_High,Embryonic
T05F1.11,Increasing,Embryonic
T05F1.9,Not_Bound,Embryonic
T05G5.4,Not_Bound,Adult
ech-6,Not_Bound,Larval
rmd-1,Not_Bound,Adult
apn-1,Not_Bound,Adult
T05H10.3,Not_Bound,Embryonic
atp-4,Increasing,Larval
hpo-19,Increasing,Larval
hpo-19,Larval,Larval
T06A1.5,Increasing,Embryonic
cgt-1,Increasing,Embryonic
cgt-1,Increasing,Embryonic
cgt-1,Increasing,Embryonic
fbxa-197,Not_Bound,Adult
