 ,Label,Area,Mean,Min,Max,IntDen,RawIntDen
665,02_ELT7rnai:background:MAX_CEBP1gfp_ELT7rnai_Rep4_Worm_19_C1,28.719,105.238,102,112,3022.318,263095
666,02_ELT7rnai:intestine:MAX_CEBP1gfp_ELT7rnai_Rep4_Worm_19_C2,1171.122,414.288,292,1034,485182.039,42235450
667,02_ELT7rnai:background:MAX_CEBP1gfp_ELT7rnai_Rep4_Worm_19_C2,28.719,125.747,120,135,3611.32,314368
668,02_ELT7rnai:background:MAX_CEBP1gfp_ELT7rnai_Rep4_Worm_19_C2,28.719,123.568,119,133,3548.724,308919
669,02_ELT7rnai:background:MAX_CEBP1gfp_ELT7rnai_Rep4_Worm_19_C2,28.719,128.472,122,141,3689.561,321179
670,02_ELT7rnai:background:MAX_CEBP1gfp_ELT7rnai_Rep4_Worm_19_C2,28.719,126.576,120,136,3635.133,316441
671,02_ELT7rnai:intestine:MAX_CEBP1gfp_ELT7rnai_Rep4_Worm_19_C3,1171.122,249.8,159,1079,292545.949,25466338
672,02_ELT7rnai:background:MAX_CEBP1gfp_ELT7rnai_Rep4_Worm_19_C3,28.719,114.848,111,123,3298.318,287121
673,02_ELT7rnai:background:MAX_CEBP1gfp_ELT7rnai_Rep4_Worm_19_C3,28.719,114.114,110,124,3277.239,285286
674,02_ELT7rnai:background:MAX_CEBP1gfp_ELT7rnai_Rep4_Worm_19_C3,28.719,115.859,111,125,3327.347,289648
675,02_ELT7rnai:background:MAX_CEBP1gfp_ELT7rnai_Rep4_Worm_19_C3,28.719,115.778,112,123,3325.004,289444
