WBGeneID,SYMBOL,elt2_detected_in_L1,dineen_set,bound_class,Embryo_Specific,Larval,Increasing,L3_High,Not_Changing,Not_Bound
WBGene00003561,ncr-1,Direct,SET2,ClassC,0,0,3,0,0,0
WBGene00003572,ncx-7,Direct,SET3,ClassB,0,1,2,0,0,0
WBGene00003573,ncx-8,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00003577,ndg-4,Indirect,SET6,NA,0,0,0,1,0,0
WBGene00003588,nex-1,Indirect,SET2,NA,0,0,1,0,0,0
WBGene00003589,nex-2,Indirect,SET2,NA,0,0,2,0,0,0
WBGene00003590,nex-3,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00003597,nhl-1,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00003606,nhr-7,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00003607,nhr-8,Direct,SET3,ClassB,0,0,1,0,0,0
WBGene00003621,nhr-22,Direct,SET6,ClassB,0,0,1,0,0,0
WBGene00003645,nhr-55,Indirect,SET2,NA,0,1,2,0,0,0
WBGene00003648,nhr-58,Direct,SET1,ClassD,0,0,0,1,0,0
WBGene00003653,nhr-63,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00003657,nhr-67,Indirect,SET1,NA,0,0,0,0,0,1
WBGene00003675,nhr-85,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00003678,nhr-88,Direct,SET6,ClassA,0,0,5,1,0,0
WBGene00003688,nhr-98,Indirect,SET2,NA,0,0,1,0,0,0
WBGene00003689,nhr-99,Direct,SET3,ClassB,0,0,1,0,0,0
WBGene00003696,nhr-106,Indirect,SET6,NA,0,0,1,0,0,0
WBGene00003698,nhr-108,Direct,SET6,ClassA,0,0,0,1,0,0
WBGene00003701,nhr-111,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00003702,nhr-112,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00003711,nhr-121,Direct,SET6,ClassA,0,1,2,0,0,0
WBGene00003727,nhr-137,Direct,SET2,ClassC,0,0,3,0,0,0
WBGene00003730,nhx-2,Direct,SET3,ClassB,0,0,2,0,0,0
WBGene00003733,nhx-5,Indirect,SET3,NA,0,0,1,0,0,0
WBGene00003734,nhx-6,Direct,SET6,ClassA,0,1,0,0,0,0
WBGene00003735,nhx-8,Indirect,SET2,NA,0,0,0,1,0,0
WBGene00003748,nlp-10,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00003750,nlp-12,Indirect,SET6,NA,0,0,1,0,0,0
WBGene00003753,nlp-15,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00003754,nlp-16,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00003755,nlp-17,Indirect,SET6,NA,0,0,0,0,1,0
WBGene00003758,nlp-20,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00003759,nlp-21,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00003773,nlt-1,Direct,SET6,ClassB,0,0,1,0,0,0
WBGene00003783,nos-1,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00003786,npa-1,Direct,SET4,ClassB,0,2,1,0,0,0
WBGene00003813,nrf-6,Direct,SET6,ClassA,0,0,1,2,0,0
WBGene00003815,nars-1,Direct,SET2,ClassD,0,0,2,1,0,0
WBGene00003828,nuc-1,Direct,SET6,ClassA,0,2,0,0,0,0
WBGene00003835,nxf-2,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00003837,oat-1,Indirect,SET6,NA,0,0,1,0,0,0
WBGene00003838,ocr-1,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00003839,ocr-2,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00003840,ocr-3,Direct,SET6,ClassA,0,1,0,0,0,0
WBGene00003845,odd-1,Direct,SET3,ClassC,0,0,1,1,0,0
WBGene00003861,oig-3,Indirect,SET1,NA,0,0,0,0,0,1
WBGene00003864,oma-1,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00003877,pept-1,Direct,SET3,ClassB,0,2,0,0,0,0
WBGene00003889,osm-9,Indirect,SET6,NA,0,0,0,0,1,0
WBGene00003893,ost-1,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00003903,pab-2,Direct,SET5,ClassA,0,1,2,0,0,0
WBGene00003912,pal-1,Indirect,SET6,NA,0,0,1,0,0,0
WBGene00003941,pbo-1,Indirect,SET6,NA,0,0,1,0,0,0
WBGene00003943,pbo-4,Direct,SET3,ClassC,0,2,1,0,0,0
WBGene00003948,pbs-2,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00003951,pbs-5,Indirect,SET2,NA,0,1,0,0,0,0
WBGene00003953,pbs-7,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00003956,pcp-1,Direct,SET6,ClassB,0,0,2,0,0,0
WBGene00003957,pcp-2,Direct,SET6,ClassA,0,1,0,0,0,0
WBGene00003958,pcp-3,Direct,SET6,ClassB,0,0,1,0,0,0
WBGene00003959,pcp-4,Direct,SET2,ClassC,0,2,0,0,0,0
WBGene00003960,pcs-1,Indirect,SET2,NA,0,1,0,0,0,0
WBGene00003962,pdi-1,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00003964,pdi-3,Direct,SET2,ClassC,0,0,0,2,0,0
WBGene00003965,pdk-1,Direct,SET5,ClassA,0,0,2,0,0,0
WBGene00003976,pes-1,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00003991,pfn-3,Indirect,SET1,NA,0,0,0,0,0,1
WBGene00003992,pgl-1,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00003993,pgl-2,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00003994,pgl-3,Indirect,SET1,NA,0,0,0,0,0,1
WBGene00003995,pgp-1,Direct,SET2,ClassC,0,1,3,0,0,0
WBGene00003998,pgp-4,Direct,SET2,ClassD,0,1,0,1,0,0
WBGene00003999,pgp-5,Indirect,SET2,NA,0,0,0,1,0,0
WBGene00004000,pgp-6,Direct,SET2,ClassD,0,0,2,0,0,0
WBGene00004001,pgp-7,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00004002,pgp-8,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00004017,phg-1,Direct,SET2,ClassC,0,0,1,0,0,0
WBGene00004020,pho-1,Direct,SET3,ClassB,0,2,0,0,0,0
WBGene00004027,pie-1,Indirect,SET2,NA,0,0,0,1,0,0
WBGene00004038,plc-3,Direct,SET6,ClassA,0,0,1,0,0,0
WBGene00004043,plk-2,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00004052,parg-2,Indirect,SET1,NA,0,0,0,0,0,1
WBGene00004053,tank-1,Indirect,SET2,NA,0,0,1,0,0,0
WBGene00004058,pmp-1,Direct,SET3,ClassB,0,0,2,0,0,0
WBGene00004059,pmp-2,Direct,SET6,ClassA,0,0,1,0,0,0
WBGene00004075,pod-1,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00004076,pod-2,Direct,SET6,ClassA,0,1,3,0,1,0
WBGene00004078,pos-1,Indirect,SET2,NA,0,0,1,0,0,0
WBGene00004093,ppw-1,Indirect,SET3,NA,0,0,2,1,0,0
WBGene00004094,ppw-2,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00004096,pqm-1,Direct,SET3,ClassC,0,0,2,0,0,0
WBGene00004100,pqn-8,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00004104,pqn-13,Indirect,SET1,NA,0,0,0,0,0,1
WBGene00004112,pqn-22,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00004113,pqn-24,Indirect,SET1,NA,0,0,0,0,0,1
WBGene00004114,pqn-25,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00004119,pqn-31,Indirect,SET1,NA,0,0,0,0,0,1
WBGene00004123,pqn-36,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00004128,pqn-41,Direct,SET5,ClassA,0,0,4,1,1,0
WBGene00004144,pqn-60,Indirect,SET1,NA,0,0,0,0,0,1
WBGene00004149,trpl-5,Direct,SET3,ClassC,0,0,1,0,0,0
WBGene00004153,pqn-71,Direct,SET1,ClassD,0,0,0,1,0,0
WBGene00004156,pqn-74,Indirect,SET1,NA,0,0,1,0,0,0
WBGene00004157,pqn-75,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00004163,pqn-82,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00004168,pqn-88,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00004169,pqn-89,Direct,SET2,ClassC,0,1,1,0,0,0
WBGene00004173,pqn-94,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00004174,abu-14,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00004177,pqn-98,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00004178,prg-1,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00004179,prg-2,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00004189,pars-1,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00004191,prx-1,Direct,SET6,ClassA,0,0,1,0,0,0
WBGene00004193,prx-3,Indirect,SET6,NA,0,0,0,1,0,0
WBGene00004197,prx-12,Direct,SET6,ClassA,0,0,1,1,0,0
WBGene00004203,swsn-1,Indirect,SET1,NA,0,0,0,0,1,0
WBGene00004217,ptr-2,Indirect,SET2,NA,0,0,1,0,0,0
WBGene00004218,ptr-3,Indirect,SET4,NA,0,0,0,0,0,1
WBGene00004230,ptr-16,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00004235,ptr-21,Direct,SET1,ClassD,0,0,1,0,0,0
WBGene00004238,ptr-24,Direct,SET2,ClassD,0,2,2,0,0,0
WBGene00004239,puf-3,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00004241,puf-5,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00004244,puf-8,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00004249,pvf-1,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00004264,qua-1,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00004275,rab-11.2,Indirect,SET3,NA,0,0,0,0,0,1
WBGene00004297,rad-51,Direct,SET2,ClassD,0,0,0,1,0,0
WBGene00004333,rec-8,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00004345,rgs-2,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00004358,rhr-1,Direct,SET6,ClassA,0,1,2,0,0,0
WBGene00004370,rig-3,Indirect,SET1,NA,0,0,0,0,0,1
WBGene00004371,rig-4,Indirect,SET5,NA,0,1,1,0,0,0
WBGene00004373,rme-1,Direct,SET2,ClassD,0,0,3,0,0,0
WBGene00004374,rme-2,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00004395,rol-3,Direct,SET6,ClassA,0,0,2,1,0,0
WBGene00004397,rol-6,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00004400,rom-1,Direct,SET2,ClassD,0,0,1,0,0,0
WBGene00004401,rom-2,Direct,SET6,ClassA,0,1,0,0,0,0
WBGene00004402,rom-3,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00004405,rop-1,Indirect,SET2,NA,0,0,2,0,0,0
WBGene00004459,rpn-2,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00004461,rpn-5,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00004463,rpn-7,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00004468,rpn-12,Indirect,SET2,NA,0,0,0,1,0,0
WBGene00004502,rpt-2,Indirect,SET2,NA,0,0,0,1,0,0
WBGene00004503,rpt-3,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00004506,rpt-6,Direct,SET2,ClassD,0,0,0,1,0,0
WBGene00004737,scc-1,Direct,SET2,ClassD,0,0,0,1,0,0
WBGene00004764,sel-7,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00004786,sex-1,Indirect,SET2,NA,1,0,0,0,1,0
WBGene00004789,sgk-1,Direct,SET3,ClassB,0,0,3,0,0,0
WBGene00004795,sid-1,Indirect,SET2,NA,0,0,0,1,0,0
WBGene00004796,sid-2,Direct,SET3,ClassB,0,0,1,0,0,0
WBGene00004798,sip-1,Direct,SET2,ClassD,0,0,0,1,0,0
WBGene00004808,skr-2,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00004809,skr-3,Direct,SET2,ClassC,0,0,1,0,0,0
WBGene00004810,skr-4,Indirect,SET3,NA,0,0,1,0,0,0
WBGene00004811,skr-5,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00004859,sma-5,Direct,SET2,ClassC,0,2,2,0,0,0
WBGene00004875,smd-1,Direct,SET6,ClassA,0,1,1,1,0,0
WBGene00004876,smf-1,Direct,SET2,ClassD,0,1,0,0,0,0
WBGene00004878,smf-3,Direct,SET6,ClassA,0,1,1,0,0,0
WBGene00004890,smp-2,Direct,SET3,ClassB,0,0,2,0,0,0
WBGene00004898,snb-2,Direct,SET2,ClassC,0,0,0,1,0,0
WBGene00004902,snf-3,Indirect,SET5,NA,0,0,0,0,0,1
WBGene00004922,snt-2,Direct,SET2,ClassC,0,0,0,1,0,0
WBGene00004927,snx-1,Indirect,SET2,NA,0,0,0,1,0,0
WBGene00004952,spd-1,Indirect,SET2,NA,0,0,0,1,0,0
WBGene00004960,spe-6,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00004979,sph-1,Direct,SET2,ClassD,0,0,1,1,0,0
WBGene00004981,spl-1,Direct,SET2,ClassC,0,0,2,0,0,0
WBGene00004985,spo-11,Direct,SET2,ClassD,0,0,1,0,0,0
WBGene00004986,spp-1,Direct,SET6,ClassA,0,0,1,0,0,0
WBGene00004987,spp-2,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00004988,spp-3,Direct,SET6,ClassB,0,2,0,0,0,0
WBGene00004990,spp-5,Direct,SET6,ClassA,0,3,0,0,0,0
WBGene00004991,spp-6,Direct,SET6,ClassA,0,0,1,0,0,0
WBGene00004993,spp-8,Direct,SET6,ClassA,0,2,1,0,0,0
WBGene00004994,spp-9,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00004996,spp-11,Indirect,SET3,NA,0,1,0,1,0,0
WBGene00004997,spp-12,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00004999,spp-14,Direct,SET6,ClassA,0,1,0,0,0,0
WBGene00005001,spp-16,Indirect,SET6,NA,0,0,0,1,0,0
WBGene00005002,spp-17,Direct,SET6,ClassA,0,1,1,0,0,0
WBGene00005003,spp-18,Direct,SET4,ClassB,0,1,0,0,0,0
WBGene00005004,spp-19,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00005005,K04A8.21,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00005005,spp-20,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00005011,F26F4.8,Indirect,SET2,NA,0,0,0,1,0,0
WBGene00005019,sqv-1,Indirect,SET2,NA,0,0,0,1,0,0
WBGene00005022,sqv-4,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00005062,sra-36,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00005063,sra-37,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00005088,srd-10,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00005141,srd-64,Indirect,SET3,NA,0,0,0,0,0,1
WBGene00005153,srf-3,Indirect,SET2,NA,0,1,0,1,0,0
WBGene00005188,srg-31,Indirect,SET4,NA,0,0,0,0,0,1
WBGene00005246,srh-21,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00005253,srh-30,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00005271,srh-48,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00005317,srh-98,Indirect,SET3,NA,0,0,0,0,0,1
WBGene00005346,srh-129,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00005426,srh-216,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00005444,srh-237,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00005447,srh-240,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00005477,srh-271,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00005523,sri-11,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00005524,sri-12,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00005582,sri-70,Indirect,SET3,NA,0,0,0,0,0,1
WBGene00005602,srj-14,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00005643,srp-2,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00005649,srp-8,Indirect,SET2,NA,0,0,0,1,0,0
WBGene00005653,srr-2,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00005656,srr-5,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00005657,srr-6,Direct,SET2,ClassC,0,0,0,1,0,0
WBGene00005663,sars-1,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00005664,sru-1,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00005665,sru-2,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00005670,sru-7,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00005703,sru-40,Direct,SET6,ClassA,0,2,0,0,0,0
WBGene00005713,srv-2,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00005716,srv-5,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00005717,srv-6,Indirect,SET3,NA,0,0,0,0,0,1
WBGene00005754,srw-7,Indirect,SET3,NA,0,0,0,0,0,1
WBGene00005764,srw-17,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00005826,srw-79,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00005832,srw-85,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00005929,srx-38,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00005977,srx-86,Indirect,SET3,NA,0,0,0,0,0,1
WBGene00006005,srx-114,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00006008,srx-117,Indirect,SET6,NA,1,0,0,0,0,0
WBGene00006016,srx-125,Direct,SET3,ClassB,0,1,0,0,0,0
WBGene00006063,sto-1,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00006065,sto-3,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00006104,str-39,Indirect,SET2,NA,0,0,1,0,0,0
WBGene00006113,str-48,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00006146,str-87,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00006175,str-124,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00006184,str-136,Indirect,SET1,NA,0,0,0,0,0,1
WBGene00006205,str-160,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00006224,str-180,Direct,SET3,ClassC,0,0,1,0,0,0
WBGene00006237,str-204,Indirect,SET1,NA,0,0,0,0,0,1
WBGene00006278,str-252,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00006311,sun-1,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00006372,syx-2,Direct,SET2,ClassD,0,0,1,0,0,0
WBGene00006374,syx-4,Indirect,SET1,NA,0,0,0,0,0,1
WBGene00006375,syp-1,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00006377,syp-3,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00006388,taf-7.1,Indirect,SET1,NA,0,0,0,0,0,1
WBGene00006404,tag-10,Indirect,SET3,NA,0,1,0,0,0,0
WBGene00006431,tag-52,Direct,SET3,ClassB,0,0,2,0,0,0
WBGene00006436,ttn-1,Indirect,SET1,NA,0,0,0,0,0,1
WBGene00006440,tag-63,Indirect,SET1,NA,0,0,0,0,0,1
WBGene00006454,aex-4,Direct,SET6,ClassA,0,1,2,0,0,0
WBGene00006463,nduf-2.2,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00006464,bath-47,Direct,SET3,ClassB,0,0,1,0,0,0
WBGene00006470,tag-120,Direct,SET2,ClassC,0,0,1,0,0,0
WBGene00006472,tag-123,Indirect,SET2,NA,0,0,1,1,0,0
WBGene00006505,lagr-1,Indirect,SET1,NA,0,0,1,0,0,0
WBGene00006516,vps-16,Indirect,SET2,NA,0,0,1,0,0,0
WBGene00006522,abcx-1,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00006530,tba-4,Indirect,SET3,NA,0,1,0,0,0,0
WBGene00006533,tba-7,Direct,SET2,ClassC,0,1,0,1,0,0
WBGene00006539,tbb-6,Indirect,SET1,NA,0,0,0,0,0,1
WBGene00006541,tbh-1,Indirect,SET1,NA,0,0,0,0,0,1
WBGene00006585,tni-3,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00006609,tre-3,Direct,SET3,ClassB,0,1,1,0,0,0
WBGene00006616,trp-4,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00006617,tars-1,Direct,SET2,ClassC,0,1,0,1,0,0
WBGene00006618,trt-1,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00006620,svh-1,Indirect,SET1,NA,0,0,0,0,0,1
WBGene00006623,try-5,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00006627,tsp-1,Indirect,SET2,NA,0,1,0,0,0,0
WBGene00006628,tsp-2,Direct,SET2,ClassD,0,0,1,0,0,0
WBGene00006629,tsp-3,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00006635,tsp-9,Direct,SET6,ClassA,0,0,1,0,0,0
WBGene00006636,tsp-10,Indirect,SET4,NA,0,1,1,0,0,0
WBGene00006639,tsp-13,Indirect,SET2,NA,0,1,0,0,0,0
WBGene00006641,tsp-15,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00006643,tsp-17,Indirect,SET3,NA,0,0,1,0,0,0
WBGene00006649,tth-1,Indirect,SET2,NA,0,1,0,0,0,0
WBGene00006656,twk-1,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00006665,twk-10,Indirect,SET6,NA,0,0,0,1,0,0
WBGene00006666,twk-11,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00006670,twk-16,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00006675,twk-22,Indirect,SET1,NA,0,0,0,0,0,1
WBGene00006679,twk-26,Indirect,SET3,NA,0,0,1,0,0,0
WBGene00006696,twk-46,Indirect,SET6,NA,0,0,0,0,1,0
WBGene00006707,ubc-12,Indirect,SET2,NA,0,1,0,0,0,0
WBGene00006712,ubc-17,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00006718,ubc-23,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00006740,ulp-5,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00006760,unc-23,Direct,SET2,ClassD,0,1,3,0,0,0
WBGene00006794,unc-60,Direct,SET2,ClassD,0,0,1,1,0,0
WBGene00006807,unc-75,Indirect,SET6,NA,0,0,0,0,1,0
WBGene00006809,unc-77,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00006820,unc-89,Direct,SET5,ClassA,0,1,0,1,0,0
WBGene00006823,unc-94,Direct,SET2,ClassD,0,0,1,0,0,0
WBGene00006831,unc-104,Indirect,SET6,NA,0,0,0,2,0,0
WBGene00006832,unc-105,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00006845,unc-122,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00006895,ver-2,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00006912,vha-3,Indirect,SET5,NA,0,0,0,0,0,1
WBGene00006912,vha-2,Indirect,SET5,NA,0,0,0,0,0,1
WBGene00006915,vha-6,Direct,SET6,ClassB,0,2,1,0,0,0
WBGene00006923,vhp-1,Direct,SET2,ClassD,0,2,6,2,0,0
WBGene00006936,glp-4,Indirect,SET2,NA,0,0,1,0,0,0
WBGene00006940,wee-1.3,Direct,SET2,ClassD,0,1,1,1,0,0
WBGene00006942,wrk-1,Direct,SET2,ClassC,0,0,1,1,0,0
WBGene00006952,wrt-6,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00006955,wrt-9,Indirect,SET6,NA,0,0,1,1,0,0
WBGene00006977,zif-1,Indirect,SET1,NA,0,0,0,0,0,1
WBGene00006983,zig-6,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00007010,alx-1,Indirect,SET2,NA,0,0,1,1,0,0
WBGene00007030,epc-1,Direct,SET5,ClassA,0,0,3,0,0,0
WBGene00007048,nfx-1,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00007071,AC3.5,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00007072,ugt-1,Indirect,SET3,NA,0,0,1,1,0,0
WBGene00007073,ugt-2,Direct,SET2,ClassC,0,1,2,0,0,0
WBGene00007087,B0001.2,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00007092,B0001.7,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00007096,B0024.3,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00007097,B0024.4,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00007109,edg-1,Indirect,SET2,NA,0,1,0,0,0,0
WBGene00007112,B0035.13,Direct,SET6,ClassA,0,0,1,0,0,0
WBGene00007124,B0250.7,Indirect,SET1,NA,0,0,0,0,0,1
WBGene00007125,B0250.8,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00007131,pals-26,Direct,SET3,ClassC,0,0,0,1,0,0
WBGene00007132,pals-27,Indirect,SET3,NA,0,0,0,0,0,1
WBGene00007134,pals-28,Indirect,SET3,NA,0,0,0,0,0,1
WBGene00007139,mnp-1,Direct,SET2,ClassD,0,0,1,0,1,0
WBGene00007141,pitr-4,Indirect,SET1,NA,0,0,0,0,0,1
WBGene00007153,clec-41,Direct,SET4,ClassB,0,0,1,0,0,0
WBGene00007171,B0393.6,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00007180,B0457.6,Direct,SET2,ClassD,0,0,2,1,0,0
WBGene00007220,C01B9.1,Direct,SET6,ClassA,0,0,1,0,0,0
WBGene00007221,cpna-3,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00007228,acs-7,Direct,SET6,ClassA,0,0,0,1,0,0
WBGene00007231,C01G10.4,Indirect,SET1,NA,0,0,0,0,0,1
WBGene00007232,C01G10.5,Indirect,SET1,NA,0,0,0,0,0,1
WBGene00007233,C01G10.6,Indirect,SET1,NA,0,0,0,0,0,1
WBGene00007240,C01G10.15,Indirect,SET1,NA,0,0,0,0,0,1
WBGene00007241,C01G10.16,Indirect,SET1,NA,0,0,0,0,0,1
WBGene00007244,C01G12.3,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00007248,catp-4,Direct,SET2,ClassC,0,0,1,0,0,0
WBGene00007254,C01H6.4,Indirect,SET4,NA,0,2,0,0,0,0
WBGene00007275,C03D6.1,Direct,SET6,ClassA,0,0,1,0,0,0
WBGene00007277,asfl-1,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00007281,C03E10.3,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00007320,C05B5.2,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00007322,C05B5.5,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00007331,pho-11,Direct,SET6,ClassA,0,1,1,0,0,0
WBGene00007334,C05C10.7,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00007336,C05C12.4,Indirect,SET6,NA,0,0,1,0,0,0
WBGene00007337,C05C12.5,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00007341,C05D12.4,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00007342,C05D12.5,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00007352,cdc-48.1,Direct,SET2,ClassC,0,0,2,1,0,0
WBGene00007361,oac-3,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00007366,C06B3.7,Direct,SET1,ClassD,0,0,2,0,0,0
WBGene00007367,nhr-150,Indirect,SET6,NA,0,0,1,0,0,0
WBGene00007368,C06B8.2,Direct,SET3,ClassC,0,0,1,0,0,0
WBGene00007370,str-264,Indirect,SET6,NA,0,0,0,0,0,1
