WBGeneID,SYMBOL,elt2_detected_in_L1,dineen_set,cluster.description,bound_class
WBGene00010006,F53H2.3,Direct,SET1,L3_High,ClassD
WBGene00010006,F53H2.3,Direct,SET1,Increasing,ClassD
WBGene00010006,F53H2.3,Direct,SET1,Increasing,ClassD
WBGene00010006,F53H2.3,Direct,SET1,Increasing,ClassD
WBGene00010006,F53H2.3,Direct,SET1,Increasing,ClassD
WBGene00010006,F53H2.3,Direct,SET1,Increasing,ClassD
WBGene00010006,F53H2.3,Direct,SET1,L3_High,ClassD
WBGene00010019,F54B8.4,Indirect,SET2,Not_Bound,NA
WBGene00010031,F54B11.8,Indirect,SET2,Not_Bound,NA
WBGene00010034,F54B11.11,Indirect,SET6,Not_Changing,NA
WBGene00010034,F54B11.11,Indirect,SET6,Increasing,NA
WBGene00010036,cpar-1,Indirect,SET2,Increasing,NA
WBGene00010041,F54C9.3,Direct,SET3,Increasing,ClassC
WBGene00010047,F54D1.6,Direct,SET2,Increasing,ClassC
WBGene00010047,F54D1.6,Direct,SET2,Larval,ClassC
WBGene00010047,F54D1.6,Direct,SET2,Increasing,ClassC
WBGene00010047,F54D1.6,Direct,SET2,Larval,ClassC
WBGene00010048,F54D5.2,Indirect,SET2,Not_Bound,NA
WBGene00010049,F54D5.3,Direct,SET4,Increasing,ClassB
WBGene00010050,F54D5.4,Indirect,SET6,Not_Bound,NA
WBGene00010053,F54D5.9,Indirect,SET2,Not_Bound,NA
WBGene00010057,F54D5.15,Indirect,SET1,Not_Bound,NA
WBGene00010061,F54E12.2,Indirect,SET2,Not_Bound,NA
WBGene00010062,lipl-1,Indirect,SET4,Larval,NA
WBGene00010070,nep-17,Direct,SET4,Increasing,ClassB
WBGene00010070,nep-17,Direct,SET4,Increasing,ClassB
WBGene00010070,nep-17,Direct,SET4,Larval,ClassB
WBGene00010070,nep-17,Direct,SET4,Larval,ClassB
WBGene00010070,nep-17,Direct,SET4,Increasing,ClassB
WBGene00010072,F54F12.1,Direct,SET6,L3_High,ClassA
WBGene00010072,F54F12.1,Direct,SET6,Increasing,ClassA
WBGene00010072,F54F12.1,Direct,SET6,L3_High,ClassA
WBGene00010077,F55A11.4,Indirect,SET2,Larval,NA
WBGene00010077,F55A11.4,Indirect,SET2,Increasing,NA
WBGene00010081,F55A11.8,Indirect,SET2,Not_Bound,NA
WBGene00010086,F55B11.4,Direct,SET3,Increasing,ClassB
WBGene00010088,F55B12.2,Indirect,SET1,Not_Bound,NA
WBGene00010113,F55D12.5,Indirect,SET2,Increasing,NA
WBGene00010116,cest-13,Direct,SET6,Increasing,ClassA
WBGene00010117,nkb-3,Direct,SET2,Increasing,ClassC
WBGene00010117,nkb-3,Direct,SET2,Increasing,ClassC
WBGene00010117,nkb-3,Direct,SET2,Increasing,ClassC
WBGene00010117,nkb-3,Direct,SET2,Increasing,ClassC
WBGene00010117,nkb-3,Direct,SET2,L3_High,ClassC
WBGene00010123,F55G11.2,Direct,SET6,Larval,ClassA
WBGene00010124,F55G11.4,Direct,SET6,Increasing,ClassA
WBGene00010124,F55G11.4,Direct,SET6,Increasing,ClassA
WBGene00010125,dod-22,Direct,SET6,Larval,ClassA
WBGene00010127,F55G11.7,Indirect,SET6,Increasing,NA
WBGene00010128,F55G11.8,Direct,SET6,Increasing,ClassA
WBGene00010133,F55H12.2,Direct,SET6,Increasing,ClassA
WBGene00010133,F55H12.2,Direct,SET6,Increasing,ClassA
WBGene00010134,F55H12.3,Direct,SET3,Increasing,ClassB
WBGene00010146,glb-19,Indirect,SET6,Not_Bound,NA
WBGene00010148,F56D5.3,Indirect,SET2,Not_Bound,NA
WBGene00010150,F56D5.6,Direct,SET6,Increasing,ClassA
WBGene00010193,btb-20,Indirect,SET2,Not_Bound,NA
WBGene00010194,btb-19,Indirect,SET2,Not_Bound,NA
WBGene00010195,pot-2,Indirect,SET2,Not_Bound,NA
WBGene00010204,F57F5.1,Direct,SET4,Increasing,ClassB
WBGene00010214,slc-9B.2,Direct,SET3,Increasing,ClassB
WBGene00010214,slc-9B.2,Direct,SET3,Increasing,ClassB
WBGene00010215,nhr-193,Direct,SET4,Increasing,ClassB
WBGene00010227,F58A4.2,Indirect,SET1,Not_Bound,NA
WBGene00010238,F58B4.5,Direct,SET6,Larval,ClassA
WBGene00010238,F58B4.5,Direct,SET6,Larval,ClassA
WBGene00010244,F58D5.5,Direct,SET5,Increasing,ClassA
WBGene00010244,F58D5.5,Direct,SET5,L3_High,ClassA
WBGene00010244,F58D5.5,Direct,SET5,L3_High,ClassA
WBGene00010256,hrg-3,Indirect,SET4,Not_Bound,NA
WBGene00010263,wago-4,Indirect,SET2,Not_Bound,NA
WBGene00010266,dct-18,Direct,SET2,Increasing,ClassC
WBGene00010266,dct-18,Direct,SET2,L3_High,ClassC
WBGene00010266,dct-18,Direct,SET2,Increasing,ClassC
WBGene00010274,F58G6.3,Direct,SET6,Increasing,ClassA
WBGene00010274,F58G6.3,Direct,SET6,Increasing,ClassA
WBGene00010277,F58G6.7,Indirect,SET6,Not_Bound,NA
WBGene00010281,F58G11.3,Indirect,SET2,Not_Bound,NA
WBGene00010289,F58H1.6,Direct,SET2,Increasing,ClassC
WBGene00010293,fbxa-108,Direct,SET2,Increasing,ClassC
WBGene00010293,fbxa-108,Direct,SET2,Larval,ClassC
WBGene00010306,golg-4,Indirect,SET5,Not_Bound,NA
WBGene00010309,rpn-6.2,Indirect,SET2,Not_Bound,NA
WBGene00010319,F59B10.3,Indirect,SET2,Not_Bound,NA
WBGene00010327,F59C6.8,Indirect,SET6,Not_Bound,NA
WBGene00010328,F59C6.11,Direct,SET2,Larval,ClassC
WBGene00010334,del-5,Direct,SET3,Larval,ClassB
WBGene00010334,del-5,Direct,SET3,Increasing,ClassB
WBGene00010336,acox-1.6,Indirect,SET6,L3_High,NA
WBGene00010340,slcf-1,Direct,SET3,Larval,ClassC
WBGene00010340,slcf-1,Direct,SET3,Increasing,ClassC
WBGene00010341,glo-3,Direct,SET2,Increasing,ClassC
WBGene00010341,glo-3,Direct,SET2,Increasing,ClassC
WBGene00010342,F59F5.3,Direct,SET6,Increasing,ClassA
WBGene00010343,F59F5.4,Indirect,SET6,Not_Bound,NA
WBGene00010351,cbd-1,Indirect,SET2,Not_Bound,NA
WBGene00010353,memi-3,Indirect,SET2,Not_Bound,NA
WBGene00010357,H03A11.2,Direct,SET2,Larval,ClassC
WBGene00010357,H03A11.2,Direct,SET2,L3_High,ClassC
WBGene00010357,H03A11.2,Direct,SET2,Increasing,ClassC
WBGene00010362,enu-3.1,Indirect,SET1,Not_Bound,NA
WBGene00010363,H04D03.2,Indirect,SET2,Not_Bound,NA
WBGene00010367,H05L14.2,Indirect,SET2,Not_Bound,NA
WBGene00010370,ctg-1,Indirect,SET6,Not_Bound,NA
WBGene00010382,H12D21.6,Indirect,SET2,Not_Bound,NA
WBGene00010383,mpst-3,Direct,SET3,Increasing,ClassB
WBGene00010387,H12D21.11,Indirect,SET6,Not_Bound,NA
WBGene00010403,otpl-8,Indirect,SET1,Not_Bound,NA
WBGene00010409,H21P03.2,Indirect,SET2,Not_Bound,NA
WBGene00010418,H27A22.1,Indirect,SET2,Not_Bound,NA
WBGene00010426,H37A05.2,Direct,SET3,Increasing,ClassC
WBGene00010426,H37A05.2,Direct,SET3,Increasing,ClassC
WBGene00010426,H37A05.2,Direct,SET3,Increasing,ClassC
WBGene00010427,hpo-11,Indirect,SET2,Increasing,NA
WBGene00010446,K01A6.4,Indirect,SET1,Not_Bound,NA
WBGene00010456,K01C8.1,Direct,SET6,Increasing,ClassA
WBGene00010470,cdr-4,Indirect,SET2,Increasing,NA
WBGene00010483,K01G12.3,Indirect,SET6,Not_Bound,NA
WBGene00010491,K02B7.3,Indirect,SET2,Not_Bound,NA
WBGene00010516,K02E11.7,Indirect,SET6,Not_Bound,NA
WBGene00010524,K03B8.6,Indirect,SET4,Not_Bound,NA
WBGene00010540,K03H1.5,Indirect,SET2,Increasing,NA
WBGene00010540,K03H1.5,Indirect,SET2,Increasing,NA
WBGene00010540,K03H1.5,Indirect,SET2,Larval,NA
WBGene00010545,cbp-2,Indirect,SET3,Increasing,NA
WBGene00010545,cbp-2,Indirect,SET3,Increasing,NA
WBGene00010549,noca-1,Indirect,SET2,Not_Bound,NA
WBGene00010565,vacl-14,Indirect,SET3,Not_Bound,NA
WBGene00010566,K04G2.7,Indirect,SET6,Larval,NA
WBGene00010581,K05C4.4,Indirect,SET2,Not_Bound,NA
WBGene00010589,cyp-33D1,Direct,SET2,Not_Changing,ClassC
WBGene00010589,cyp-33D1,Direct,SET2,Increasing,ClassC
WBGene00010595,haao-1,Indirect,SET6,Not_Bound,NA
WBGene00010605,K06G5.1,Direct,SET3,Increasing,ClassC
WBGene00010605,K06G5.1,Direct,SET3,Increasing,ClassC
WBGene00010605,K06G5.1,Direct,SET3,Larval,ClassC
WBGene00010607,K06G5.3,Indirect,SET2,Not_Bound,NA
WBGene00010608,K07A1.1,Indirect,SET2,Not_Bound,NA
WBGene00010621,egg-6,Indirect,SET2,Not_Bound,NA
WBGene00010628,ceeh-2,Indirect,SET6,Increasing,NA
WBGene00010641,crml-1,Direct,SET2,Larval,ClassC
WBGene00010641,crml-1,Direct,SET2,Increasing,ClassC
WBGene00010644,K07G5.5,Indirect,SET3,L3_High,NA
WBGene00010644,K07G5.5,Indirect,SET3,Increasing,NA
WBGene00010647,K08C7.4,Indirect,SET2,Not_Bound,NA
WBGene00010655,K08D8.1,Indirect,SET6,Increasing,NA
WBGene00010657,K08D8.3,Direct,SET3,Increasing,ClassB
WBGene00010657,K08D8.3,Direct,SET3,Increasing,ClassB
WBGene00010658,K08D8.4,Direct,SET1,Increasing,ClassD
WBGene00010659,K08D8.5,Direct,SET4,Larval,ClassA
WBGene00010660,K08D8.6,Direct,SET2,Larval,ClassC
WBGene00010660,K08D8.6,Direct,SET2,Increasing,ClassC
WBGene00010660,K08D8.6,Direct,SET2,Larval,ClassC
WBGene00010663,toca-2,Indirect,SET2,Not_Changing,NA
WBGene00010664,dbn-1,Direct,SET2,Larval,ClassD
WBGene00010664,dbn-1,Direct,SET2,Larval,ClassD
WBGene00010667,K08E4.3,Indirect,SET2,Not_Bound,NA
WBGene00010678,K08F4.3,Indirect,SET2,L3_High,NA
WBGene00010684,K08F9.1,Direct,SET6,Increasing,ClassA
WBGene00010686,K08F9.3,Indirect,SET1,Not_Bound,NA
WBGene00010701,ent-2,Indirect,SET2,L3_High,NA
WBGene00010705,cyp-14A1,Indirect,SET6,Not_Bound,NA
WBGene00010706,cyp-14A2,Indirect,SET6,Not_Bound,NA
WBGene00010727,K09G1.1,Indirect,SET1,Not_Bound,NA
WBGene00010734,parn-1,Indirect,SET2,Not_Bound,NA
WBGene00010745,dod-17,Direct,SET6,Increasing,ClassA
WBGene00010746,K10D11.2,Direct,SET6,Larval,ClassA
WBGene00010747,K10D11.3,Direct,SET3,Increasing,ClassC
WBGene00010747,K10D11.3,Direct,SET3,Larval,ClassC
WBGene00010747,K10D11.3,Direct,SET3,Larval,ClassC
WBGene00010749,K10D11.5,Direct,SET6,Larval,ClassA
WBGene00010750,K10D11.6,Direct,SET3,Larval,ClassB
WBGene00010752,K10G4.3,Indirect,SET2,Increasing,NA
WBGene00010752,K10G4.3,Indirect,SET2,L3_High,NA
WBGene00010752,K10G4.3,Indirect,SET2,Increasing,NA
WBGene00010752,K10G4.3,Indirect,SET2,Increasing,NA
WBGene00010754,K10G4.5,Indirect,SET3,Not_Bound,NA
WBGene00010758,vnut-1,Indirect,SET2,Not_Bound,NA
WBGene00010759,cysl-2,Direct,SET1,Increasing,ClassD
WBGene00010759,cysl-2,Direct,SET1,Larval,ClassD
WBGene00010769,asah-1,Direct,SET6,Larval,ClassA
WBGene00010769,asah-1,Direct,SET6,Increasing,ClassA
WBGene00010769,asah-1,Direct,SET6,L3_High,ClassA
WBGene00010774,K11E4.2,Direct,SET3,Increasing,ClassB
WBGene00010779,K11H3.2,Indirect,SET2,Not_Bound,NA
WBGene00010781,K11H3.4,Indirect,SET2,Not_Bound,NA
WBGene00010784,twk-48,Direct,SET6,L3_High,ClassA
WBGene00010784,twk-48,Direct,SET6,L3_High,ClassA
WBGene00010787,K12D12.5,Direct,SET2,Larval,ClassD
WBGene00010822,M01G12.9,Direct,SET3,Increasing,ClassB
WBGene00010822,M01G12.9,Direct,SET3,Larval,ClassB
WBGene00010828,M02B1.3,Direct,SET2,Increasing,ClassC
WBGene00010828,M02B1.3,Direct,SET2,Increasing,ClassC
WBGene00010829,M02B1.4,Indirect,SET5,Not_Bound,NA
WBGene00010830,M02G9.1,Indirect,SET2,Not_Bound,NA
WBGene00010849,M04B2.7,Indirect,SET6,Not_Bound,NA
WBGene00010850,M04C3.1,Indirect,SET4,Increasing,NA
WBGene00010850,M04C3.1,Indirect,SET4,Increasing,NA
WBGene00010850,M04C3.1,Indirect,SET4,Increasing,NA
WBGene00010855,M04C7.4,Indirect,SET6,Not_Bound,NA
WBGene00010863,M04D8.5,Indirect,SET6,Not_Bound,NA
WBGene00010870,let-522,Direct,SET2,L3_High,ClassC
WBGene00010897,lact-3,Direct,SET2,Increasing,ClassC
WBGene00010897,lact-3,Direct,SET2,Increasing,ClassC
WBGene00010897,lact-3,Direct,SET2,Increasing,ClassC
WBGene00010899,M28.8,Direct,SET1,Larval,ClassD
WBGene00010899,M28.8,Direct,SET1,Increasing,ClassD
WBGene00010901,M28.10,Indirect,SET3,Increasing,NA
WBGene00010907,M88.4,Indirect,SET2,Increasing,NA
WBGene00010925,M153.2,Direct,SET4,L3_High,ClassB
WBGene00010941,gss-1,Indirect,SET3,L3_High,NA
WBGene00010948,M195.2,Indirect,SET1,Not_Bound,NA
WBGene00010957,ND6,Indirect,SET6,Not_Bound,NA
WBGene00010958,ND4L,Indirect,SET6,Not_Bound,NA
WBGene00010959,ND1,Indirect,SET6,Not_Bound,NA
WBGene00010960,ATP6,Indirect,SET6,Not_Bound,NA
WBGene00010961,ND2,Indirect,SET6,Not_Bound,NA
WBGene00010962,COX3,Indirect,SET6,Not_Bound,NA
WBGene00010963,ND4,Indirect,SET6,Not_Bound,NA
WBGene00010966,ND3,Indirect,SET6,Not_Bound,NA
WBGene00010967,ND5,Indirect,SET6,Not_Bound,NA
WBGene00010977,R02D5.3,Direct,SET3,Increasing,ClassC
WBGene00010994,lgc-25,Direct,SET2,Increasing,ClassD
WBGene00010998,R03G8.3,Indirect,SET2,Increasing,NA
WBGene00011002,nhr-205,Indirect,SET6,Not_Bound,NA
WBGene00011004,R04B5.6,Indirect,SET6,Not_Bound,NA
WBGene00011006,ugt-47,Direct,SET6,Increasing,ClassA
WBGene00011006,ugt-47,Direct,SET6,Larval,ClassA
WBGene00011009,cyp-14A4,Indirect,SET2,Increasing,NA
WBGene00011010,R04D3.2,Indirect,SET2,Not_Bound,NA
WBGene00011018,R05A10.1,Indirect,SET6,Not_Bound,NA
WBGene00011019,R05A10.2,Indirect,SET6,Not_Bound,NA
WBGene00011021,R05A10.4,Indirect,SET6,Not_Bound,NA
WBGene00011052,arrd-11,Indirect,SET6,Not_Bound,NA
WBGene00011061,wago-1,Indirect,SET2,Not_Bound,NA
WBGene00011062,R06C7.2,Indirect,SET2,Not_Bound,NA
WBGene00011066,ztf-15,Indirect,SET2,Not_Bound,NA
WBGene00011074,R07A4.3,Indirect,SET6,Embryo_Specific,NA
WBGene00011074,R07A4.3,Indirect,SET6,Increasing,NA
WBGene00011074,R07A4.3,Indirect,SET6,Increasing,NA
WBGene00011076,scav-5,Direct,SET6,Larval,ClassA
WBGene00011076,scav-5,Direct,SET6,Larval,ClassA
WBGene00011077,R07B1.5,Indirect,SET6,Not_Bound,NA
WBGene00011081,R07B1.9,Indirect,SET2,Larval,NA
WBGene00011083,glo-1,Direct,SET3,Increasing,ClassB
WBGene00011087,R07B7.2,Indirect,SET1,Not_Bound,NA
WBGene00011089,kmo-1,Indirect,SET6,Not_Bound,NA
WBGene00011094,R07B7.10,Direct,SET6,L3_High,ClassA
WBGene00011100,nhr-209,Indirect,SET4,Increasing,NA
WBGene00011102,R07E3.1,Direct,SET6,Larval,ClassA
WBGene00011102,R07E3.1,Direct,SET6,Larval,ClassA
WBGene00011102,R07E3.1,Direct,SET6,Increasing,ClassA
WBGene00011112,R07E5.4,Indirect,SET2,Not_Bound,NA
WBGene00011121,R07E5.17,Indirect,SET6,Not_Bound,NA
WBGene00011130,zip-6,Indirect,SET3,Increasing,NA
WBGene00011130,zip-6,Indirect,SET3,Increasing,NA
WBGene00011130,zip-6,Indirect,SET3,Increasing,NA
WBGene00011130,zip-6,Indirect,SET3,Increasing,NA
WBGene00011140,R08B4.4,Indirect,SET6,Not_Bound,NA
WBGene00011155,rbm-3.1,Indirect,SET2,Not_Bound,NA
WBGene00011166,chil-22,Indirect,SET6,Not_Bound,NA
WBGene00011167,chil-23,Direct,SET6,Increasing,ClassA
WBGene00011180,R09H10.2,Indirect,SET2,Not_Bound,NA
WBGene00011181,R09H10.3,Direct,SET6,L3_High,ClassA
WBGene00011182,R09H10.5,Direct,SET6,Larval,ClassB
WBGene00011182,R09H10.5,Direct,SET6,Increasing,ClassB
WBGene00011182,R09H10.5,Direct,SET6,Increasing,ClassB
WBGene00011188,R10D12.7,Indirect,SET1,Not_Bound,NA
WBGene00011197,srw-145,Indirect,SET6,Not_Bound,NA
WBGene00011207,R10E8.1,Direct,SET3,Increasing,ClassB
WBGene00011207,R10E8.1,Direct,SET3,Increasing,ClassB
WBGene00011207,R10E8.1,Direct,SET3,Increasing,ClassB
WBGene00011207,R10E8.1,Direct,SET3,Larval,ClassB
WBGene00011207,R10E8.1,Direct,SET3,Increasing,ClassB
WBGene00011207,R10E8.1,Direct,SET3,Larval,ClassB
WBGene00011209,R10E8.3,Indirect,SET6,Increasing,NA
WBGene00011209,R10E8.3,Indirect,SET6,Larval,NA
WBGene00011209,R10E8.3,Indirect,SET6,L3_High,NA
WBGene00011209,R10E8.3,Indirect,SET6,Increasing,NA
WBGene00011212,R10E8.6,Direct,SET6,Larval,ClassA
WBGene00011213,R10E8.8,Indirect,SET6,L3_High,NA
WBGene00011213,R10E8.8,Indirect,SET6,Increasing,NA
WBGene00011217,R10E11.5,Direct,SET6,Larval,ClassA
WBGene00011222,R10H10.3,Direct,SET6,L3_High,ClassA
WBGene00011227,nlp-67,Indirect,SET1,Not_Changing,NA
WBGene00011236,R11A8.1,Indirect,SET2,Not_Bound,NA
WBGene00011238,ugt-59,Indirect,SET6,Not_Bound,NA
WBGene00011252,R11H6.4,Indirect,SET2,Not_Bound,NA
WBGene00011258,best-15,Indirect,SET2,Not_Bound,NA
WBGene00011262,pho-8,Direct,SET6,Larval,ClassA
WBGene00011268,pde-12,Direct,SET1,Larval,ClassD
WBGene00011275,psf-1,Indirect,SET2,L3_High,NA
WBGene00011284,ttr-27,Indirect,SET2,Not_Bound,NA
WBGene00011285,ttr-28,Indirect,SET1,Not_Bound,NA
WBGene00011286,ttr-29,Indirect,SET2,Not_Bound,NA
WBGene00011287,glb-24,Indirect,SET6,Not_Bound,NA
WBGene00011291,R102.4,Indirect,SET6,Increasing,NA
WBGene00011292,allo-1,Direct,SET2,Increasing,ClassD
WBGene00011302,R166.2,Indirect,SET2,Not_Bound,NA
WBGene00011310,T01B4.3,Indirect,SET2,Not_Bound,NA
WBGene00011317,T01C1.4,Indirect,SET6,Not_Bound,NA
WBGene00011321,fil-1,Direct,SET6,Increasing,ClassA
WBGene00011321,fil-1,Direct,SET6,Increasing,ClassA
WBGene00011324,hrde-2,Indirect,SET2,Not_Bound,NA
WBGene00011328,T01D3.3,Indirect,SET6,Not_Bound,NA
WBGene00011330,T01D3.6,Direct,SET6,Larval,ClassB
WBGene00011340,ugt-30,Indirect,SET6,Larval,NA
WBGene00011350,perm-1,Indirect,SET2,Not_Bound,NA
WBGene00011361,lyst-1,Indirect,SET3,Not_Changing,NA
WBGene00011363,ocam-1,Indirect,SET2,Not_Bound,NA
WBGene00011364,cest-1.2,Direct,SET3,Increasing,ClassB
WBGene00011374,T02D1.8,Direct,SET6,Larval,ClassA
WBGene00011374,T02D1.8,Direct,SET6,Increasing,ClassA
WBGene00011376,gla-3,Indirect,SET2,Increasing,NA
WBGene00011376,gla-3,Indirect,SET2,Increasing,NA
WBGene00011380,T02E1.8,Indirect,SET6,Not_Bound,NA
WBGene00011381,npr-25,Indirect,SET6,Not_Bound,NA
WBGene00011385,T02G6.2,Indirect,SET2,Not_Bound,NA
WBGene00011397,T03E6.8,Indirect,SET6,Increasing,NA
WBGene00011399,T03F6.3,Direct,SET2,Increasing,ClassC
WBGene00011423,ipla-7,Direct,SET2,Increasing,ClassC
WBGene00011423,ipla-7,Direct,SET2,Increasing,ClassC
WBGene00011423,ipla-7,Direct,SET2,Increasing,ClassC
WBGene00011423,ipla-7,Direct,SET2,Increasing,ClassC
WBGene00011427,T04C12.1,Direct,SET2,Not_Changing,ClassC
WBGene00011430,T04C12.8,Direct,SET6,Larval,ClassA
WBGene00011436,T04F3.1,Indirect,SET6,Not_Bound,NA
WBGene00011437,smoc-1,Direct,SET6,Increasing,ClassA
WBGene00011439,T04F3.4,Indirect,SET4,Increasing,NA
WBGene00011450,ttr-22,Indirect,SET6,Not_Bound,NA
WBGene00011464,T05B9.1,Indirect,SET2,Not_Bound,NA
WBGene00011480,enpl-1,Direct,SET2,L3_High,ClassC
WBGene00011480,enpl-1,Direct,SET2,Larval,ClassC
WBGene00011487,T05E12.6,Direct,SET6,Increasing,ClassA
WBGene00011487,T05E12.6,Direct,SET6,Increasing,ClassA
WBGene00011489,T05F1.2,Indirect,SET2,Not_Bound,NA
WBGene00011494,T05F1.9,Indirect,SET2,Not_Bound,NA
WBGene00011495,T05F1.11,Direct,SET6,L3_High,ClassA
WBGene00011495,T05F1.11,Direct,SET6,Increasing,ClassA
WBGene00011498,T05G5.1,Indirect,SET1,Not_Bound,NA
WBGene00011513,fbxa-197,Indirect,SET2,Not_Bound,NA
WBGene00011521,T06C12.14,Indirect,SET2,Not_Bound,NA
WBGene00011522,srap-1,Indirect,SET6,Not_Bound,NA
WBGene00011524,plpr-1,Direct,SET2,Increasing,ClassD
WBGene00011533,T06E4.5,Indirect,SET6,Not_Bound,NA
WBGene00011539,fbxa-135,Indirect,SET2,Not_Bound,NA
WBGene00011560,T07C4.3,Indirect,SET2,Increasing,NA
WBGene00011571,ttr-46,Direct,SET1,Increasing,ClassD
WBGene00011578,npr-20,Direct,SET6,Larval,ClassA
WBGene00011578,npr-20,Direct,SET6,Increasing,ClassA
WBGene00011578,npr-20,Direct,SET6,Increasing,ClassA
WBGene00011597,zim-1,Indirect,SET2,Not_Bound,NA
WBGene00011600,zim-2,Indirect,SET2,Not_Bound,NA
WBGene00011601,zim-3,Indirect,SET2,Not_Bound,NA
WBGene00011638,ostb-1,Direct,SET2,Increasing,ClassC
WBGene00011638,ostb-1,Direct,SET2,Increasing,ClassC
WBGene00011643,slc-17.9,Indirect,SET2,Not_Bound,NA
WBGene00011668,clec-47,Indirect,SET6,Increasing,NA
WBGene00011670,fbxa-84,Indirect,SET6,Larval,NA
WBGene00011670,fbxa-84,Indirect,SET6,Increasing,NA
WBGene00011672,cyp-13A5,Direct,SET2,Larval,ClassD
WBGene00011683,phat-6,Indirect,SET2,Not_Bound,NA
WBGene00011698,cyp-34A1,Indirect,SET6,Not_Changing,NA
WBGene00011713,T11F9.12,Indirect,SET2,Not_Bound,NA
WBGene00011724,scl-18,Indirect,SET2,Not_Bound,NA
WBGene00011725,lips-5,Direct,SET2,Increasing,ClassC
WBGene00011725,lips-5,Direct,SET2,Increasing,ClassC
WBGene00011725,lips-5,Direct,SET2,Increasing,ClassC
WBGene00011725,lips-5,Direct,SET2,Increasing,ClassC
WBGene00011726,lpr-2,Indirect,SET2,Not_Bound,NA
WBGene00011733,T12D8.5,Direct,SET6,Larval,ClassA
WBGene00011736,T12D8.9,Indirect,SET2,Increasing,NA
WBGene00011737,sqst-1,Direct,SET2,Larval,ClassC
WBGene00011737,sqst-1,Direct,SET2,Increasing,ClassC
WBGene00011739,T12G3.4,Indirect,SET2,Not_Bound,NA
WBGene00011745,sre-4,Indirect,SET6,Not_Bound,NA
WBGene00011756,ctg-2,Direct,SET2,Larval,ClassD
WBGene00011756,ctg-2,Direct,SET2,L3_High,ClassD
WBGene00011756,ctg-2,Direct,SET2,L3_High,ClassD
WBGene00011798,T16G1.4,Indirect,SET6,Not_Bound,NA
WBGene00011801,T16G1.7,Direct,SET6,Increasing,ClassA
WBGene00011801,T16G1.7,Direct,SET6,Increasing,ClassA
WBGene00011802,T16G1.9,Indirect,SET3,Increasing,NA
WBGene00011803,T16G12.1,Direct,SET6,L3_High,ClassA
WBGene00011803,T16G12.1,Direct,SET6,Increasing,ClassA
WBGene00011804,T16G12.3,Indirect,SET2,Not_Bound,NA
WBGene00011805,T16G12.4,Indirect,SET2,Not_Bound,NA
WBGene00011809,T16G12.8,Indirect,SET1,Not_Bound,NA
WBGene00011821,cdf-2,Direct,SET6,Larval,ClassB
WBGene00011821,cdf-2,Direct,SET6,Increasing,ClassB
WBGene00011831,T19B10.2,Indirect,SET2,Not_Bound,NA
WBGene00011835,pgap-1,Direct,SET3,L3_High,ClassC
WBGene00011835,pgap-1,Direct,SET3,Increasing,ClassC
WBGene00011841,scl-25,Indirect,SET2,Not_Bound,NA
WBGene00011844,T19C9.8,Direct,SET2,Larval,ClassC
WBGene00011844,T19C9.8,Direct,SET2,Larval,ClassC
WBGene00011846,chil-25,Indirect,SET2,Not_Bound,NA
